Expenditure,Revenue,Deficit
42.42762292540349,87.97419979617143,-45.54657687076794
42.79493682937769,94.5021148928154,-51.70717806343771
15.4977184881762,109.38589915189874,-93.88818066372254
-11.80396684827295,121.14631525029978,-132.95028209857273
-39.09422841288668,130.01754152358103,-169.1117699364677
,136.3060733157335,
,150.95112823493488,
